crop_name,ph,moisture,n,p,k,temperature,rainfall,humidity,latitude,longitude,season,year,yield_achieved,soil_type
Coconut,6.35,70.85,16.19,12.48,15.47,24.96,122.5,58.31,11.054452,79.004767,rabi,2021,5526.27,chalky
Maize,5.08,39.89,118.32,21.36,44.23,22.08,485.21,30.13,22.765184,72.371963,zaid,2023,2823.48,peat
Grapes,7.72,43.47,11.85,112.65,132.48,36.83,52.32,66.14,29.887372,79.213105,rabi,2021,12903.94,loamy
Banana,7.86,53.76,83.11,45.24,42.42,21.21,71.73,56.15,11.820791,77.797921,zaid,2023,28041.43,loamy
Kidneybeans,5.72,74.69,26.3,70.22,23.01,19.98,77.39,58.6,28.335592,74.313658,rabi,2022,1171.24,chalky
Muskmelon,4.94,40.4,64.9,16.32,25.79,29.5,15.89,68.65,19.273929,72.298496,zaid,2021,12889.95,clay
Coffee,7.71,51.24,55.47,16.74,16.24,19.73,119.39,69.72,20.722019,74.846669,kharif,2023,662.4,sandy
Groundnut,5.36,37.62,10.72,12.7,21.44,35.18,368.94,38.94,21.986704,74.835197,rabi,2020,1124.52,loamy
Soybean,6.43,95.69,22.75,43.32,51.01,28.33,689.27,73.68,10.757288,77.767396,kharif,2022,2828.02,silt
Cotton,8.12,43.14,71.69,11.91,35.61,31.47,384.19,61.08,21.718407,75.5843,zaid,2022,398.26,peat
Lentil,7.19,27.23,10.73,34.28,15.51,21.99,28.27,38.0,25.075201,81.617565,rabi,2021,722.38,clay
Blackgram,8.78,30.06,21.88,46.55,13.27,28.06,37.37,57.82,18.726488,75.458636,year_round,2021,739.98,silt
Grapes,5.53,65.4,25.22,151.79,200.13,25.57,77.79,53.96,31.21502,76.71205,rabi,2022,21114.55,silt
Apple,5.87,92.58,26.21,179.56,273.56,21.1,102.39,73.68,30.312563,74.315521,rabi,2022,14648.91,chalky
Grapes,5.68,84.7,28.79,180.65,219.07,32.05,71.0,58.2,21.470918,88.759169,rabi,2022,18105.55,sandy
Rice,5.76,87.7,108.23,25.34,49.7,24.04,1122.06,55.05,29.615345,74.389353,kharif,2023,2928.52,chalky
Maize,4.59,41.85,80.19,14.87,47.58,15.82,518.78,45.74,29.977925,79.877305,zaid,2022,2202.95,sandy
Mothbeans,8.4,51.84,26.34,47.08,26.03,29.46,43.06,66.75,30.333743,79.687221,kharif,2021,836.42,silt
Potato,3.85,46.32,71.51,30.56,88.02,21.13,304.37,66.29,21.109657,74.840459,year_round,2023,13337.63,loamy
Potato,6.25,42.37,82.24,36.84,84.95,17.26,382.0,63.59,12.032953,76.573126,year_round,2023,18753.79,chalky
Chickpea,6.58,62.81,43.62,84.31,85.4,20.75,65.57,79.34,20.559274,72.557187,rabi,2022,1360.02,silt
Potato,3.28,48.12,71.9,39.68,95.79,12.51,325.69,63.09,10.967177,78.566018,rabi,2021,14773.5,silt
Chickpea,6.06,25.69,30.28,46.32,57.88,13.35,53.13,61.63,23.591665,75.654312,rabi,2020,1025.81,clay
Pigeon Pea,8.02,29.89,17.76,15.55,15.85,34.28,511.46,54.71,11.038853,76.081121,kharif,2021,801.35,chalky
Mango,5.18,35.97,14.35,14.12,23.3,36.5,57.76,46.75,30.247191,74.081626,kharif,2022,6441.64,peat
Pigeon Pea,6.23,57.94,28.5,27.26,42.63,24.75,801.37,50.94,24.156807,81.096773,kharif,2020,1203.24,peat
Orange,8.47,45.95,13.22,6.89,7.87,14.53,70.26,67.23,25.944573,89.117268,rabi,2023,15220.19,chalky
Maize,6.52,91.72,164.23,32.74,69.71,25.55,659.66,51.94,20.228451,73.063405,zaid,2020,4375.31,silt
Grapes,6.06,57.64,26.1,147.83,269.86,22.16,82.38,66.66,20.963347,79.737157,rabi,2021,21248.61,peat
Tomato,7.48,55.55,62.74,22.2,60.04,13.49,265.13,46.65,14.558629,76.161156,kharif,2021,20378.25,silt
Tomato,6.83,87.68,168.25,57.33,123.58,19.4,483.16,66.46,23.979158,72.540869,kharif,2023,33079.1,peat
Kidneybeans,4.64,33.08,11.86,42.84,11.59,13.15,48.08,60.16,23.848359,80.390919,zaid,2021,659.45,peat
Groundnut,7.17,44.27,27.67,29.73,45.72,25.18,685.82,63.14,21.295958,75.719167,rabi,2023,2368.72,clay
Pigeon Pea,6.51,67.33,28.03,28.97,37.77,20.46,863.76,50.39,25.114583,87.501489,kharif,2022,1324.4,loamy
Maize,5.19,38.42,108.01,16.39,33.93,33.42,481.68,49.84,24.02873,86.584612,rabi,2023,3230.98,clay
Soybean,6.01,72.71,28.09,33.89,65.9,28.63,875.09,79.9,25.177784,76.86215,kharif,2022,2693.11,clay
Soybean,6.12,74.1,25.34,43.19,60.25,20.7,683.44,59.74,24.514011,89.557956,kharif,2021,2665.59,chalky
Coconut,5.67,82.86,27.26,26.82,32.03,28.78,204.1,61.34,25.913966,75.449164,zaid,2020,10823.62,loamy
Chilli,7.45,44.56,50.03,26.56,86.7,16.58,293.7,34.08,25.764977,81.320076,year_round,2020,11157.96,peat
Lentil,6.69,97.78,22.89,85.49,24.38,29.45,48.53,77.97,28.945895,76.072521,rabi,2021,1013.29,chalky
Coffee,6.46,74.16,103.24,31.7,38.95,25.32,162.97,62.14,25.984067,80.508154,zaid,2020,785.68,loamy
Mungbean,6.27,57.57,24.8,54.91,22.05,27.69,48.07,75.41,21.779725,81.226127,zaid,2021,1199.81,loamy
Kidneybeans,5.97,87.51,20.76,75.03,26.87,20.83,87.27,78.26,23.788265,87.98258,kharif,2022,1194.53,loamy
Cotton,5.82,53.48,107.05,23.25,67.16,23.45,713.93,56.82,24.164903,87.563274,kharif,2022,495.8,peat
Orange,6.24,63.39,20.91,11.68,10.7,11.32,129.75,54.36,28.8727,78.787859,kharif,2020,19139.29,loamy
Orange,7.82,46.03,12.96,8.23,6.08,6.92,88.23,52.43,22.206137,88.909971,kharif,2022,11165.96,clay
Pigeon Pea,6.39,41.57,29.82,28.98,31.93,30.32,781.24,78.07,25.895914,79.459333,kharif,2022,1138.19,sandy
Onion,6.83,78.09,134.83,43.86,112.81,21.06,585.26,68.58,13.444053,78.207745,kharif,2020,19451.03,sandy
Pomegranate,4.58,37.81,12.95,5.04,31.03,29.42,64.83,37.25,25.079864,77.903128,zaid,2020,6151.84,clay
Orange,7.67,37.73,12.54,5.12,6.09,6.74,74.75,48.75,29.047402,79.719933,zaid,2021,10775.16,loamy
Coconut,5.13,69.86,15.07,16.86,18.14,26.0,108.64,41.23,29.443997,78.985418,zaid,2020,8370.17,loamy
Papaya,6.51,76.33,52.5,66.66,56.62,36.04,152.69,64.49,20.954206,74.209293,zaid,2023,38422.86,sandy
Pigeon Pea,5.75,34.95,12.64,10.16,16.62,18.01,401.53,44.03,21.737496,79.040398,kharif,2021,627.67,loamy
Kidneybeans,5.51,45.6,29.34,84.29,28.37,22.39,88.8,70.36,14.728148,77.771748,kharif,2023,1295.75,chalky
Cotton,4.91,36.39,49.2,12.94,26.16,28.38,340.14,63.42,10.096638,76.497474,rabi,2020,322.39,loamy
Apple,7.3,52.86,10.78,106.11,145.33,21.44,71.44,33.93,30.058009,76.808612,zaid,2021,11387.72,clay
Mango,4.97,41.56,12.28,13.33,19.24,32.79,69.3,56.17,13.804038,79.403122,kharif,2021,5899.52,silt
Chilli,5.09,44.66,71.11,21.69,89.13,17.13,333.41,36.82,23.264652,87.758562,kharif,2020,9371.93,peat
Jute,5.68,65.62,40.2,31.37,27.77,26.57,94.64,36.46,11.236255,79.302321,kharif,2021,1523.24,loamy
Chickpea,6.72,26.16,25.82,42.76,67.9,13.56,38.66,47.12,10.097613,79.322758,zaid,2020,825.65,silt
Wheat,8.65,34.12,105.47,22.5,40.67,19.69,399.12,52.12,12.404519,76.163016,rabi,2021,1950.9,loamy
Pigeon Pea,5.14,32.16,17.14,13.58,21.37,36.26,401.35,39.59,21.515178,75.904313,kharif,2020,823.57,loamy
Apple,6.35,87.15,28.25,178.42,263.34,23.42,133.12,59.83,31.58823,74.102733,rabi,2020,16644.69,clay
Cotton,6.24,99.4,116.73,21.11,68.99,33.62,662.92,59.42,14.096276,79.519288,kharif,2023,528.82,peat
Chilli,6.68,81.51,111.84,31.26,138.5,29.88,468.86,51.85,20.60093,86.358588,kharif,2020,17171.8,peat
Chilli,6.85,97.9,114.31,39.61,115.71,20.33,515.96,55.0,21.306373,88.106133,rabi,2020,13716.36,clay
Apple,5.85,98.89,29.58,135.41,264.36,23.93,123.56,54.88,22.984108,88.490788,zaid,2022,16128.32,peat
Groundnut,6.29,80.37,20.87,26.05,41.14,27.96,665.7,67.71,11.004386,77.222809,kharif,2021,2114.7,chalky
Soybean,6.74,56.31,28.67,39.39,66.73,29.46,639.77,73.24,18.278417,74.495838,kharif,2023,2719.57,chalky
Orange,5.83,41.42,15.21,8.26,6.07,28.17,76.55,40.96,28.693444,79.429879,kharif,2023,16668.18,peat
Coffee,6.09,66.95,138.72,34.83,42.07,25.46,188.16,69.56,11.08261,76.464255,rabi,2020,934.29,clay
Watermelon,6.36,81.12,52.79,20.35,67.27,24.87,56.29,58.7,31.265481,78.247883,zaid,2021,22960.11,loamy
Chilli,7.78,41.05,60.51,24.21,87.07,21.31,334.67,57.27,20.104259,75.09136,kharif,2021,11716.65,sandy
Cotton,7.72,64.42,104.12,28.27,74.6,34.46,597.37,61.57,23.880654,73.911514,kharif,2020,529.84,chalky
Onion,7.67,36.74,88.68,21.85,67.63,20.52,344.16,53.32,18.554697,73.831601,rabi,2022,12761.36,clay
Orange,8.93,37.97,12.23,7.93,7.31,14.18,74.73,46.77,28.476284,74.978839,rabi,2023,12334.88,silt
Papaya,6.53,79.8,59.9,61.68,68.09,32.5,180.77,65.14,31.497088,79.297312,kharif,2021,38732.38,loamy
Coconut,6.27,89.13,29.09,29.13,31.72,25.0,187.98,77.73,21.83872,74.577516,kharif,2021,9481.06,sandy
Mango,7.3,43.01,15.75,13.52,16.71,35.91,71.23,53.52,23.870822,77.343994,kharif,2022,8218.46,chalky
Watermelon,5.83,56.05,24.8,17.96,31.53,24.1,29.27,61.88,22.799348,75.701312,year_round,2021,20151.39,loamy
Chickpea,6.36,21.95,28.9,39.87,70.33,25.63,40.15,60.91,14.059907,77.278086,rabi,2020,835.87,loamy
Lentil,6.24,60.01,27.74,75.86,29.28,28.44,42.86,79.38,25.565856,89.10571,rabi,2023,870.69,clay
Mungbean,5.23,34.09,14.71,32.64,15.25,26.94,25.97,46.58,22.601636,89.034497,kharif,2021,602.87,sandy
Mothbeans,6.65,23.11,17.27,24.95,17.81,34.25,18.48,58.37,12.773468,76.321347,kharif,2020,621.25,chalky
Lentil,6.24,42.38,27.34,80.59,23.18,19.23,47.9,63.51,13.449206,78.262257,rabi,2022,830.92,peat
Potato,6.5,52.34,84.02,29.03,131.07,26.47,383.43,61.18,18.240833,75.559654,year_round,2020,21179.67,silt
Soybean,4.83,46.82,12.02,24.96,39.08,23.18,479.15,48.59,24.053864,78.798028,kharif,2023,1453.91,sandy
Coconut,5.32,82.01,27.72,21.77,33.81,26.34,180.78,51.92,30.054699,77.528622,rabi,2022,10113.86,silt
Wheat,7.51,35.71,97.0,26.37,28.33,24.17,371.04,32.32,14.950742,78.704209,zaid,2022,2296.3,loamy
Mango,4.5,36.05,15.64,11.24,22.8,25.26,66.85,56.14,14.427037,78.713874,zaid,2020,7865.99,sandy
Coconut,6.13,86.35,24.09,28.26,38.2,28.72,205.94,65.01,18.916969,72.130937,rabi,2020,9740.44,sandy
Pigeon Pea,6.77,83.9,21.54,29.22,41.36,30.64,660.1,56.33,22.683282,86.548646,kharif,2020,1253.81,peat
Pomegranate,6.24,49.62,20.99,12.86,41.92,18.6,119.07,75.26,20.431337,88.172751,rabi,2022,13263.79,peat
Coconut,7.39,75.08,11.77,13.3,17.36,28.97,123.95,58.55,21.381952,74.905884,rabi,2022,6686.62,silt
Grapes,7.82,43.74,17.85,102.0,133.46,44.98,52.85,60.47,10.568256,78.819137,rabi,2020,15955.64,peat
Pomegranate,8.45,31.56,15.56,6.61,23.08,15.89,63.19,66.27,28.858161,79.864334,rabi,2020,6218.77,silt
Potato,5.73,46.98,75.06,30.75,91.78,23.26,430.6,60.36,22.162833,74.211049,rabi,2020,14392.19,peat
Jute,6.89,98.55,101.23,49.67,53.79,23.22,212.52,67.52,30.803764,76.587106,kharif,2021,2544.57,peat
Mango,4.85,56.67,21.26,24.53,37.73,34.84,101.6,63.77,22.963536,80.292116,zaid,2021,10563.31,chalky
Tomato,5.18,54.89,63.74,35.29,71.85,16.38,342.47,30.53,23.608773,75.636809,kharif,2022,23606.06,silt
Pigeon Pea,7.32,74.49,24.09,22.9,30.22,26.03,712.39,55.49,11.729143,77.431365,kharif,2023,1083.04,loamy
Jute,6.83,84.64,99.18,45.22,42.74,24.45,222.73,75.85,14.88979,79.384831,kharif,2023,2591.12,silt
Grapes,6.58,67.27,21.1,181.31,216.81,35.23,96.01,61.14,22.35284,89.220702,zaid,2020,22841.23,chalky
Pigeon Pea,6.06,35.58,14.69,16.11,26.92,34.84,470.96,69.44,13.025508,77.582979,kharif,2022,725.44,clay
Groundnut,6.69,67.94,29.45,26.74,41.3,23.6,617.45,63.66,20.140623,72.657082,rabi,2023,2102.23,sandy
Onion,6.13,78.27,110.18,41.54,97.02,13.25,406.89,63.37,28.346826,77.230179,rabi,2021,23479.38,silt
Tomato,5.24,53.18,74.99,26.84,90.97,17.64,288.64,40.77,29.480929,78.507674,zaid,2022,24418.45,chalky
Mungbean,6.46,97.51,29.1,46.53,24.99,28.47,48.09,57.57,20.494053,88.032629,kharif,2023,931.12,sandy
Papaya,6.65,91.14,50.1,71.36,68.78,44.04,169.99,58.03,24.633358,89.632728,rabi,2021,36757.56,silt
Mothbeans,6.67,93.28,26.23,40.14,20.43,27.17,41.04,75.16,20.471163,78.923775,kharif,2021,799.7,peat
Coconut,5.04,62.24,15.73,13.45,25.67,20.64,119.24,57.37,30.733331,77.142526,zaid,2020,7424.21,silt
Pigeon Pea,6.92,40.82,28.32,24.94,31.78,24.55,809.4,73.71,22.973924,87.105595,kharif,2020,1227.79,clay
Tomato,6.89,89.99,155.82,56.2,145.78,27.13,514.42,55.42,22.744147,73.53893,rabi,2020,30923.96,chalky
Tomato,6.99,96.7,132.11,45.16,126.81,25.78,564.47,77.08,22.707159,77.31274,kharif,2023,32302.93,clay
Papaya,6.5,77.71,57.78,60.64,60.34,24.81,216.9,76.08,22.50715,72.810688,rabi,2022,44010.35,silt
Banana,6.36,97.8,133.76,86.81,54.74,25.16,110.81,59.4,13.807708,78.784922,zaid,2021,34008.75,sandy
Rice,5.61,89.13,133.61,27.62,44.75,25.52,1316.15,69.01,24.898591,88.991726,kharif,2022,2835.65,chalky
Cotton,5.73,70.21,103.85,25.5,72.51,25.5,687.46,62.38,24.07202,77.53344,kharif,2021,539.05,chalky
Potato,5.27,81.52,138.85,71.56,173.54,23.4,747.36,76.69,10.975833,77.95757,zaid,2022,28062.31,silt
Blackgram,6.89,87.96,40.09,68.22,25.98,26.33,63.32,77.66,13.845934,77.715417,kharif,2021,1240.29,loamy
Coffee,4.92,43.45,60.22,20.23,21.2,29.16,88.59,46.2,20.805422,75.368062,zaid,2022,495.73,sandy
Mungbean,5.37,34.3,10.69,21.51,12.14,28.36,21.72,68.74,24.274364,77.578622,zaid,2023,749.56,peat
Maize,5.51,46.02,108.48,20.62,47.8,19.11,394.91,65.19,13.71174,79.260474,kharif,2021,2860.97,clay
Soybean,5.72,39.34,15.41,16.11,39.59,28.62,427.12,35.82,24.504014,78.420234,kharif,2021,1777.82,chalky
Chickpea,6.12,48.45,42.97,72.42,99.34,18.43,64.88,64.67,23.968162,75.754546,rabi,2023,1569.41,clay
Blackgram,8.96,30.64,23.09,49.73,14.49,22.6,44.94,46.29,24.831489,76.921164,rabi,2020,888.39,peat
Mungbean,6.5,98.61,20.45,43.72,29.35,28.48,39.41,57.82,28.470398,79.689856,kharif,2023,967.44,clay
Pigeon Pea,7.37,76.23,22.09,26.65,31.18,22.46,820.79,59.04,12.997153,76.685094,kharif,2021,1346.99,sandy
Maize,7.93,35.44,108.25,12.55,48.26,29.41,396.45,68.32,25.051822,87.351595,kharif,2021,2702.87,silt
Papaya,5.98,72.63,48.64,67.85,50.33,40.16,200.31,71.95,24.057481,79.486107,rabi,2020,47565.35,silt
Mango,5.24,74.47,26.27,24.2,30.92,33.51,94.44,52.09,22.586401,74.895982,kharif,2022,10695.05,clay
Sugarcane,6.47,98.4,227.11,51.95,143.3,21.59,1292.9,78.34,25.297963,86.013163,rabi,2021,75339.3,chalky
Banana,5.87,95.38,115.91,104.85,54.11,29.06,111.44,75.58,30.476832,76.747456,rabi,2020,37455.23,sandy
Chilli,6.86,55.28,148.14,39.43,109.21,28.13,515.75,68.55,13.516386,79.337833,rabi,2020,13752.96,silt
Tomato,6.66,62.77,131.93,46.3,133.48,26.27,450.91,64.19,24.169719,87.836955,zaid,2021,34166.19,peat
Potato,6.83,54.56,89.78,37.11,93.47,22.29,387.18,40.15,25.545722,86.629117,zaid,2022,13618.03,chalky
Banana,4.45,53.92,89.82,40.44,32.1,23.93,60.01,58.36,24.449653,88.467129,kharif,2023,20572.35,clay
Mango,7.34,43.92,10.16,15.52,26.21,22.66,64.2,62.38,11.850817,79.364776,kharif,2020,8023.33,peat
Kidneybeans,5.84,88.63,27.58,66.75,20.77,24.77,79.34,58.34,23.080284,80.777249,rabi,2023,1373.7,sandy
Coffee,6.07,87.82,133.1,36.79,43.5,27.75,147.34,51.22,13.22833,76.740863,kharif,2020,769.47,chalky
Pomegranate,8.06,34.13,11.62,7.67,22.92,20.0,79.61,69.8,24.851648,76.650852,rabi,2020,7937.34,clay
Orange,7.42,88.83,21.83,10.58,14.19,18.18,132.91,53.72,10.093651,77.566408,rabi,2022,18449.06,silt
Pigeon Pea,6.76,61.81,25.85,23.59,37.13,29.62,870.38,54.92,31.617525,79.812899,kharif,2021,1437.08,loamy
Soybean,6.24,78.99,22.4,31.25,73.21,26.67,873.47,60.37,28.155198,75.120635,kharif,2022,2873.43,loamy
Mango,4.03,35.11,15.16,12.93,18.65,37.0,56.36,55.23,23.160136,81.48699,kharif,2023,5110.65,silt
Rice,5.6,66.93,134.16,26.1,56.66,25.87,1091.12,72.66,12.838502,76.125253,kharif,2023,3458.06,sandy
Coffee,6.19,71.32,105.64,44.2,37.95,24.75,158.95,68.05,14.370852,76.457303,rabi,2021,864.36,peat
Groundnut,7.13,83.65,26.22,25.4,54.99,29.45,589.95,62.17,12.462009,79.346919,kharif,2020,1898.21,silt
Tomato,6.73,63.88,138.92,47.86,134.22,19.79,559.5,70.33,22.850539,81.45704,zaid,2021,27654.61,clay
Rice,6.36,99.48,107.05,28.02,41.49,31.58,1099.36,50.17,21.193054,88.55671,kharif,2022,3411.16,peat
Banana,5.59,89.69,118.54,108.36,55.65,25.82,92.52,53.63,12.758754,79.185383,kharif,2023,34992.87,chalky
Soybean,7.29,36.47,16.72,23.7,42.9,34.8,397.69,30.47,21.827452,76.232278,kharif,2022,1938.21,clay
Coffee,6.31,77.7,107.36,38.16,35.79,25.62,148.99,60.78,25.878009,75.829696,kharif,2023,782.05,sandy
Rice,7.32,49.03,88.8,16.74,33.41,25.37,682.02,32.26,30.137385,78.499464,kharif,2022,2458.82,peat
Soybean,7.36,41.32,16.3,15.68,32.39,26.21,491.15,44.19,29.096166,79.075792,kharif,2023,1624.07,peat
Sugarcane,8.41,59.21,143.87,21.06,80.66,34.55,990.63,62.12,18.841947,74.68463,rabi,2020,50201.61,loamy
Maize,5.37,44.11,120.3,17.11,50.21,30.08,478.11,37.1,31.749552,74.259042,kharif,2020,2230.74,peat
Chickpea,8.42,62.75,55.06,84.33,81.31,19.59,84.9,51.48,29.958816,78.575427,rabi,2022,1725.02,loamy
Mungbean,6.73,92.96,20.68,59.1,21.93,28.62,51.94,64.34,28.531994,74.134199,zaid,2020,914.94,chalky
Blackgram,8.19,37.94,32.3,44.2,12.48,20.77,38.92,65.7,30.133352,79.147971,zaid,2020,833.65,clay
Grapes,8.18,41.23,11.66,102.01,159.39,41.93,57.84,44.49,23.973276,77.825449,zaid,2021,12217.54,loamy
Coconut,5.86,82.77,21.94,25.95,41.33,29.08,191.65,50.13,19.778679,75.085029,kharif,2021,11698.5,sandy
Pigeon Pea,7.33,29.02,13.66,17.54,25.65,33.6,505.04,40.86,18.831915,72.509248,kharif,2023,673.78,silt
Coffee,6.03,78.74,100.37,43.7,36.13,27.23,182.65,68.29,23.00345,72.66332,rabi,2020,732.76,loamy
Mungbean,5.88,30.75,10.85,27.92,14.87,30.6,27.25,42.99,19.288522,75.337895,rabi,2021,647.1,loamy
Coconut,7.51,68.97,15.89,16.34,17.65,20.39,128.17,68.04,22.354387,73.305445,zaid,2023,7192.36,chalky
Onion,6.83,97.07,106.68,44.03,110.06,21.12,472.68,78.15,21.993035,79.905659,kharif,2023,22591.9,loamy
Tomato,6.34,82.68,172.43,40.26,133.6,21.52,522.08,50.72,12.997306,79.609613,rabi,2020,30448.94,sandy
Chilli,7.45,44.45,56.05,18.42,65.04,25.79,249.3,30.72,10.560059,79.397858,year_round,2023,10297.45,sandy
Tomato,6.08,80.74,130.19,42.54,127.4,20.46,471.63,79.69,25.693884,75.997896,zaid,2021,30439.26,silt
Coffee,6.23,64.02,105.85,35.72,33.5,23.55,194.6,76.44,22.981345,72.275343,rabi,2020,909.63,chalky
Mungbean,8.31,36.49,15.43,30.57,14.92,27.76,30.14,44.38,21.543063,78.948594,kharif,2023,686.56,clay
Watermelon,7.65,50.25,26.7,10.35,36.78,20.02,35.32,33.98,18.118318,75.031248,kharif,2021,15664.79,loamy
Chilli,6.52,72.13,100.37,36.34,135.9,27.32,446.6,74.39,20.110321,73.760721,rabi,2020,13811.88,sandy
Pigeon Pea,6.48,96.06,29.74,29.86,37.69,27.84,687.48,58.01,21.034678,87.898162,kharif,2022,1279.99,peat
Pigeon Pea,5.05,35.03,14.72,10.78,21.58,34.82,473.24,36.11,13.301934,78.921655,kharif,2022,790.37,peat
Lentil,8.44,23.86,10.96,47.71,11.03,25.88,28.74,30.15,30.112234,76.467364,kharif,2023,534.67,silt
Coffee,4.75,43.91,86.5,21.38,18.46,22.44,98.91,58.4,23.983339,75.496393,rabi,2021,493.36,chalky
Apple,6.24,98.91,25.91,165.06,242.73,22.68,112.7,56.9,23.109185,74.492693,kharif,2023,15064.16,loamy
Muskmelon,6.15,53.36,129.23,24.4,57.55,29.77,21.98,66.26,19.960921,72.645584,zaid,2022,16270.83,clay
Sugarcane,7.05,71.5,220.4,53.08,140.92,33.67,1217.7,60.68,20.462871,81.378178,rabi,2021,70452.08,loamy
Mothbeans,8.28,80.19,28.04,43.68,22.96,24.51,42.18,71.57,18.601448,74.871042,kharif,2023,883.16,clay
Blackgram,6.77,46.64,48.8,83.88,26.1,31.28,65.6,65.31,23.262791,88.354795,kharif,2021,996.38,peat
Banana,5.6,96.57,149.76,96.02,65.96,27.12,124.83,79.15,29.621078,79.433456,rabi,2022,33176.25,chalky
Grapes,6.05,95.36,27.36,163.34,273.87,38.42,82.39,65.35,25.614799,78.205434,kharif,2023,18765.55,loamy
Wheat,6.9,48.46,168.41,44.44,73.61,19.06,581.0,52.61,10.427543,76.831545,rabi,2020,3177.86,loamy
Onion,5.26,38.48,50.31,20.91,71.57,16.7,322.46,62.59,25.626955,88.385725,kharif,2020,10833.15,silt
Pigeon Pea,6.96,68.39,22.21,26.77,41.58,29.27,736.9,76.82,11.249269,77.345845,kharif,2020,1292.1,silt
Banana,7.1,52.84,56.77,56.34,33.33,30.81,71.04,33.99,23.35082,76.751431,kharif,2021,20027.07,peat
Sugarcane,6.81,73.84,228.25,48.5,101.88,31.48,1200.01,62.5,24.33877,76.403922,rabi,2020,67275.15,peat
Muskmelon,6.32,84.51,147.31,22.81,64.88,30.75,28.8,79.39,21.726525,76.065895,zaid,2022,19050.52,silt
Mungbean,7.53,34.35,12.05,24.07,17.59,23.87,28.58,58.88,12.039957,76.427025,zaid,2021,785.82,chalky
Soybean,4.67,40.4,15.62,17.59,28.67,31.35,511.73,50.82,29.118406,74.764448,kharif,2023,1809.36,clay
Mungbean,6.2,53.87,20.11,44.85,26.79,28.02,50.54,70.81,22.234814,78.190151,zaid,2023,953.11,clay
Kidneybeans,5.82,79.37,28.18,79.23,23.1,17.1,69.55,57.2,28.432907,79.599862,rabi,2020,1200.06,silt
Wheat,8.24,33.21,86.1,25.37,39.68,27.36,336.79,36.29,21.43214,89.650452,kharif,2022,1879.65,chalky
Papaya,5.17,48.91,25.49,41.33,44.34,44.39,121.49,68.7,30.853127,77.212998,kharif,2021,20230.1,peat
Apple,5.55,82.67,25.57,134.56,226.86,23.42,128.04,78.09,11.944792,78.673942,kharif,2022,17722.83,loamy
Pomegranate,7.17,55.53,29.36,10.68,49.76,23.28,136.08,54.23,21.085838,88.986295,rabi,2021,12445.13,chalky
Kidneybeans,5.9,75.76,23.6,88.16,25.34,15.31,65.11,68.99,28.251886,79.004811,rabi,2021,1362.42,silt
Coconut,6.38,96.13,29.26,27.99,44.73,25.05,171.59,50.92,21.313045,78.52491,zaid,2023,11542.6,loamy
Chickpea,8.07,27.25,30.2,42.15,62.95,22.4,51.24,32.55,31.294637,78.096364,kharif,2023,1117.9,clay
Mango,6.74,44.26,14.75,14.31,22.96,29.94,77.98,62.38,28.150292,76.953538,rabi,2023,8144.56,silt
Coconut,7.43,70.48,16.15,12.8,19.46,27.5,115.68,58.52,21.629099,85.733969,kharif,2021,6021.28,sandy
Grapes,7.86,40.39,13.92,87.37,132.56,44.04,52.29,42.61,21.981604,75.880004,rabi,2022,13327.52,peat
Potato,5.01,78.5,105.74,73.54,208.82,23.65,562.36,71.51,14.477814,79.636701,rabi,2022,24854.09,clay
Mothbeans,8.17,47.52,21.47,54.16,24.35,28.12,41.14,55.4,22.859745,89.328505,kharif,2020,727.71,loamy
Onion,6.94,55.41,125.78,37.46,87.14,23.11,522.83,59.77,22.040026,89.348248,kharif,2023,18528.81,loamy
Chickpea,8.2,64.16,49.75,78.92,83.18,17.62,71.09,59.88,25.958982,75.742644,rabi,2023,1454.87,chalky
Rice,5.5,84.3,125.71,25.92,40.93,22.56,1032.53,78.47,21.379729,73.541666,kharif,2021,2714.37,silt
Rice,7.32,77.98,132.55,29.15,57.0,21.43,1185.41,70.07,24.377637,79.462902,kharif,2020,3498.49,loamy
Tomato,6.87,81.61,154.62,46.91,168.18,18.79,513.17,77.24,19.777955,72.573878,rabi,2022,28363.01,silt
Muskmelon,6.02,95.04,113.71,29.9,66.92,33.42,25.4,54.46,23.502441,89.353162,zaid,2023,17650.85,chalky
Pomegranate,8.27,33.82,14.32,6.66,35.63,27.74,88.6,57.01,20.021065,85.200098,rabi,2021,6843.58,clay
Coffee,6.24,68.01,106.78,35.76,31.74,23.26,170.68,74.2,21.713663,88.954281,zaid,2022,795.48,sandy
Sugarcane,7.05,90.84,271.43,49.23,146.05,30.93,1717.01,58.22,28.780962,76.072052,zaid,2023,70047.82,peat
Papaya,6.03,95.53,44.86,52.13,63.37,34.32,205.43,58.95,29.298413,74.655597,rabi,2023,41003.86,clay
Rice,6.56,66.52,125.16,28.56,53.17,21.06,1321.21,50.8,24.805696,88.385842,kharif,2020,3216.03,clay
Coffee,6.3,81.51,135.86,35.53,33.23,27.17,162.65,57.57,23.694793,73.437108,zaid,2021,720.87,clay
Mango,5.93,62.83,29.77,22.37,35.33,29.13,108.19,71.06,14.793716,77.108642,rabi,2021,11620.11,loamy
Mungbean,8.09,35.4,17.99,35.84,15.95,24.97,29.75,46.2,22.615042,87.779202,kharif,2023,641.8,loamy
Chickpea,6.24,28.08,26.57,47.29,56.37,12.59,45.06,53.37,29.409209,75.793686,rabi,2020,1043.91,clay
